id,district,primary_crop,year,month,day_of_year,season,is_kharif,is_rabi,rainfall_mm,temperature_c,humidity_pct,dam_level_pct,groundwater_level_m,crop_price_inr_qtl,price_volatility,msp_gap_inr,subsidy_delay_days,insurance_claim_rate,pm_kisan_coverage,complaint_count,distress_news_score,water_stress_index,market_stress_index,gov_failure_score,risk_score,risk_label,risk_category
567,Chitradurga,Groundnut,2023,2,169,Rabi,0,1,3.7,37.1,68.1,29.4,38.6,6186,746.3,4003,10,0.457,0.641,11,27.0,66.0,74.6,22.9,43.5,1,Alert
568,Belagavi,Sugarcane,2024,10,33,Summer,0,0,65.9,31.0,83.9,62.7,33.3,3233,439.0,1050,41,0.29,0.749,4,13.8,52.0,43.9,33.0,24.7,0,Safe
569,Bengaluru,Tomato,2024,5,290,Summer,0,0,109.5,40.0,75.1,24.8,25.4,744,77.7,-1439,9,0.108,0.538,5,18.4,74.9,22.2,27.6,22.4,0,Safe
570,Hassan,Paddy,2022,2,111,Rabi,0,1,9.2,36.5,76.0,50.8,32.8,2374,335.6,191,33,0.3,0.737,6,48.3,58.2,33.6,29.6,18.8,0,Safe
571,Uttara Kannada,Paddy,2024,10,339,Summer,0,0,165.1,30.0,85.6,100.0,41.7,2001,199.2,-182,4,0.097,0.753,1,9.0,29.1,21.7,14.3,18.6,0,Safe
572,Bidar,Sorghum,2024,1,255,Rabi,0,1,2.5,33.3,55.5,40.3,33.7,2998,369.9,815,89,0.521,0.619,8,21.3,63.0,37.0,63.5,37.8,1,Alert
573,Haveri,Cotton,2024,9,211,Kharif,1,0,58.9,39.8,57.4,51.2,40.6,6755,800.0,4572,11,0.371,0.717,6,37.8,54.1,80.0,19.7,38.8,1,Alert
574,Chamarajanagar,Ragi,2023,12,131,Rabi,0,1,6.9,33.6,56.4,53.0,35.8,3671,339.5,1488,5,0.211,0.688,3,12.0,55.6,34.0,18.1,12.9,0,Safe
575,Bidar,Sorghum,2022,5,209,Summer,0,0,22.8,39.6,64.9,13.7,19.0,3186,327.3,1003,10,0.642,0.513,7,52.6,83.7,32.7,29.3,34.6,1,Alert
576,Bengaluru,Tomato,2023,7,73,Kharif,1,0,70.0,34.8,75.7,19.8,37.1,697,20.0,-1486,5,0.16,0.571,2,28.7,71.5,16.9,24.0,21.0,0,Safe
577,Ramanagara,Ragi,2023,12,15,Rabi,0,1,8.0,28.7,65.7,39.9,55.2,3635,435.7,1452,37,0.121,0.689,4,13.6,52.5,43.6,34.1,18.4,0,Safe
578,Udupi,Paddy,2023,12,278,Rabi,0,1,17.8,26.7,80.0,83.1,65.6,2273,252.6,90,11,0.057,0.811,4,20.9,25.7,25.3,14.9,26.8,1,Alert
579,Ramanagara,Ragi,2022,10,230,Summer,0,0,123.3,30.1,52.6,48.3,52.1,3357,418.2,1174,88,0.207,0.671,5,15.7,49.8,41.8,60.5,13.5,0,Safe
580,Vijayapura,Soybean,2024,3,58,Summer,0,0,10.5,42.3,58.3,33.3,29.0,5003,615.9,2820,50,0.555,0.651,7,12.7,68.8,61.6,42.5,26.2,1,Alert
581,Ramanagara,Ragi,2023,7,251,Kharif,1,0,142.1,35.2,59.5,25.0,36.0,3752,402.8,1569,36,0.283,0.728,3,17.8,69.5,40.3,31.6,22.0,0,Safe
582,Chikkamagaluru,Coffee,2022,3,50,Summer,0,0,12.9,24.1,76.8,48.5,40.7,9710,1135.9,7527,4,0.17,0.693,2,30.6,55.4,113.6,17.4,36.9,1,Alert
583,Uttara Kannada,Paddy,2024,8,267,Kharif,1,0,156.4,29.4,83.3,74.2,38.3,2206,280.8,23,15,0.175,0.753,6,0.0,43.8,28.1,19.9,14.2,0,Safe
584,Udupi,Paddy,2024,4,304,Summer,0,0,62.9,32.9,83.2,57.1,46.6,2473,240.7,290,25,0.132,0.849,1,10.4,48.1,24.1,20.1,11.3,0,Safe
585,Tumkuru,Groundnut,2022,12,123,Rabi,0,1,9.0,35.3,64.0,45.0,42.9,6520,767.2,4337,61,0.39,0.722,6,25.0,56.0,76.7,44.4,30.9,1,Alert
586,Davangere,Paddy,2024,9,11,Kharif,1,0,64.6,34.7,66.1,61.3,38.0,2309,276.1,126,9,0.392,0.708,7,26.4,50.4,27.6,19.1,17.2,0,Safe
587,Chikkamagaluru,Coffee,2022,12,29,Rabi,0,1,17.8,16.7,84.1,76.3,49.5,10184,1143.5,8001,31,0.138,0.748,1,0.0,37.1,114.3,28.1,25.4,1,Alert
588,Mandya,Sugarcane,2023,2,204,Rabi,0,1,6.9,37.6,54.5,39.9,27.2,3221,443.5,1038,53,0.324,0.708,6,49.3,66.5,44.4,41.1,26.8,1,Alert
589,Ramanagara,Ragi,2024,11,303,Rabi,0,1,16.8,28.0,64.3,42.4,49.1,3583,476.7,1400,66,0.211,0.649,7,23.8,54.2,47.7,50.5,33.7,1,Alert
590,Ramanagara,Ragi,2024,4,355,Summer,0,0,29.6,36.2,68.4,20.5,21.6,3899,396.5,1716,11,0.211,0.685,6,16.9,79.0,39.6,21.2,20.7,0,Safe
591,Mandya,Sugarcane,2022,5,318,Summer,0,0,60.6,38.4,64.9,29.2,23.4,3395,413.1,1212,16,0.272,0.764,6,0.0,73.7,41.3,19.8,27.3,1,Alert
592,Koppal,Paddy,2022,11,137,Rabi,0,1,26.6,34.3,56.5,41.6,28.5,2093,215.0,-90,16,0.448,0.555,9,73.7,65.0,22.4,30.2,23.1,0,Safe
593,Kolar,Tomato,2022,6,152,Kharif,1,0,51.9,36.6,68.1,15.9,11.7,689,77.5,-1494,16,0.489,0.707,6,31.7,86.2,22.7,22.7,12.8,0,Safe
594,Uttara Kannada,Paddy,2022,6,179,Kharif,1,0,91.3,26.9,75.2,50.6,41.7,2195,314.5,12,1,0.097,0.731,5,0.0,53.8,31.4,14.0,28.3,1,Alert
595,Kodagu,Coffee,2023,11,268,Rabi,0,1,85.8,24.2,73.2,91.0,59.0,9265,1117.6,7082,39,0.048,0.789,2,0.0,25.0,111.8,30.0,31.3,1,Alert
596,Gadag,Wheat,2022,1,288,Rabi,0,1,3.1,34.1,52.3,26.3,44.6,2315,211.5,132,10,0.54,0.624,6,57.5,64.5,21.1,23.8,28.1,1,Alert
597,Chikkaballapur,Tomato,2024,5,201,Summer,0,0,104.7,36.5,70.1,17.2,31.9,766,129.4,-1417,5,0.431,0.66,7,0.0,75.4,27.1,19.5,15.3,0,Safe
598,Mysuru,Paddy,2024,10,194,Summer,0,0,124.6,32.9,71.8,78.9,43.8,2140,217.8,-43,9,0.235,0.809,4,27.9,38.6,22.2,14.0,12.0,0,Safe
599,Chitradurga,Groundnut,2023,5,189,Summer,0,0,46.3,38.1,74.1,24.6,10.4,6508,703.6,4325,63,0.43,0.733,12,7.5,82.5,70.4,44.9,42.1,1,Alert
600,Chikkamagaluru,Coffee,2022,8,180,Kharif,1,0,68.0,24.7,93.8,65.3,31.4,9511,1125.3,7328,47,0.195,0.716,3,0.0,51.6,112.5,37.7,32.8,1,Alert
601,Mandya,Sugarcane,2024,7,64,Kharif,1,0,78.0,31.0,47.2,52.0,35.2,3485,455.8,1302,64,0.303,0.749,3,12.1,56.4,45.6,44.5,23.9,0,Safe
602,Gadag,Wheat,2023,2,52,Rabi,0,1,5.9,39.5,36.9,34.5,36.6,2304,323.1,121,21,0.549,0.648,9,18.9,64.5,32.3,28.1,24.7,0,Safe
603,Dharwada,Cotton,2024,7,87,Kharif,1,0,56.5,33.6,74.5,34.4,21.1,7008,852.3,4825,36,0.402,0.663,2,8.9,72.2,85.2,34.8,32.8,1,Alert
604,Dharwad,Cotton,2024,2,156,Rabi,0,1,8.0,38.3,63.9,37.8,37.5,7118,817.5,4935,71,0.287,0.589,9,34.6,62.4,81.8,56.0,35.5,1,Alert
605,Vijayapura,Soybean,2024,1,133,Rabi,0,1,5.0,34.7,45.7,48.2,41.9,4584,596.4,2401,27,0.616,0.625,8,27.2,55.0,59.6,32.2,22.2,0,Safe
606,Kodagu,Coffee,2024,3,215,Summer,0,0,62.7,24.6,65.4,64.6,35.0,10637,1161.2,8454,15,0.137,0.77,3,6.6,50.2,116.1,19.0,32.3,1,Alert
607,Dharwada,Cotton,2022,8,352,Kharif,1,0,40.1,35.3,63.9,36.8,32.1,7198,833.0,5015,1,0.441,0.704,5,0.0,65.6,83.3,15.3,34.6,1,Alert
608,Udupi,Paddy,2022,4,185,Summer,0,0,67.5,35.7,76.8,57.8,57.3,2346,271.2,163,9,0.084,0.787,1,0.0,42.5,27.1,15.1,17.5,0,Safe
609,Raichur,Paddy,2023,3,146,Summer,0,0,9.4,41.1,65.5,17.0,15.8,2327,261.2,144,26,0.686,0.476,14,25.9,83.6,26.1,39.2,31.1,1,Alert
610,Davangere,Paddy,2024,7,229,Kharif,1,0,54.4,37.6,66.3,45.6,29.7,2281,296.7,98,34,0.374,0.732,7,18.7,62.3,29.7,30.4,25.2,1,Alert
611,Ramanagara,Ragi,2022,11,152,Rabi,0,1,40.5,32.6,66.9,46.5,37.9,3581,389.8,1398,20,0.224,0.71,4,29.6,57.8,39.0,24.5,21.8,0,Safe
612,Gadag,Wheat,2022,9,33,Kharif,1,0,39.1,35.4,60.0,40.2,39.4,2360,288.5,177,94,0.477,0.595,5,23.6,60.2,28.9,67.2,37.8,1,Alert
613,Bidar,Sorghum,2024,11,219,Rabi,0,1,20.3,35.0,54.7,42.8,46.2,2945,359.1,762,34,0.688,0.444,8,41.8,55.5,35.9,44.8,22.0,0,Safe
614,Vijayapura,Soybean,2024,3,192,Summer,0,0,10.3,38.4,52.4,25.7,32.5,5183,591.5,3000,17,0.657,0.595,6,43.3,70.9,59.1,28.8,28.2,1,Alert
615,Kodagu,Coffee,2023,4,340,Summer,0,0,84.4,21.9,74.6,44.0,48.2,9931,1191.7,7748,2,0.102,0.782,4,33.5,53.9,119.2,11.9,34.1,1,Alert
616,Chikkaballapur,Tomato,2024,10,285,Summer,0,0,67.7,35.5,54.3,31.9,40.6,687,115.0,-1496,41,0.385,0.663,4,61.0,63.8,26.5,37.3,27.3,1,Alert
617,Dharwada,Cotton,2023,1,362,Rabi,0,1,8.3,31.7,54.0,34.5,33.5,7117,800.6,4934,244,0.505,0.715,9,11.2,66.0,80.1,136.2,47.4,1,Alert
618,Ballari,Cotton,2023,5,365,Summer,0,0,30.8,42.1,39.4,20.9,3.0,7350,804.3,5167,6,0.54,0.685,8,28.4,88.0,80.4,18.7,47.1,1,Alert
619,Bengaluru,Tomato,2022,9,66,Kharif,1,0,111.3,36.4,53.2,31.7,39.8,705,107.1,-1478,2,0.239,0.578,1,0.0,64.2,25.5,22.1,9.0,0,Safe
620,Vijayapura,Soybean,2022,4,361,Summer,0,0,17.2,40.7,64.7,28.0,28.9,5394,668.2,3211,77,0.487,0.579,4,22.9,71.5,66.8,59.5,31.6,1,Alert
621,Koppal,Paddy,2024,3,291,Summer,0,0,24.4,42.1,70.6,28.8,32.1,2295,283.5,112,15,0.48,0.575,11,22.2,69.6,28.4,28.8,21.6,0,Safe
622,Haveri,Cotton,2023,9,270,Kharif,1,0,98.2,31.3,70.1,41.4,44.0,7310,810.7,5127,32,0.341,0.608,15,34.1,57.3,81.1,35.6,30.3,1,Alert
623,Uttara Kannada,Paddy,2023,4,325,Summer,0,0,34.6,35.9,73.7,55.4,26.7,2316,210.9,133,38,0.164,0.759,2,8.6,59.0,21.1,31.0,26.0,1,Alert
624,Ballari,Cotton,2022,3,161,Summer,0,0,8.3,35.5,46.0,41.2,28.8,7336,788.1,5153,15,0.501,0.631,8,0.3,65.0,78.8,25.9,26.1,1,Alert
625,Uttara Kannada,Paddy,2023,7,38,Kharif,1,0,155.0,29.5,67.4,64.3,32.5,2076,280.0,-107,15,0.142,0.757,5,39.0,51.6,29.1,19.6,14.4,0,Safe
626,Kalaburagi,Soybean,2022,3,104,Summer,0,0,11.0,40.6,47.9,17.5,44.8,4994,570.8,2811,72,0.628,0.58,7,28.0,68.8,57.1,57.0,24.0,0,Safe
627,Vijayapura,Soybean,2022,5,33,Summer,0,0,23.2,39.7,60.3,18.2,14.1,5265,535.6,3082,4,0.485,0.581,9,27.7,83.8,53.6,23.0,38.8,1,Alert
628,Davangere,Paddy,2024,8,259,Kharif,1,0,46.8,34.5,53.9,40.0,30.0,2095,311.1,-88,93,0.342,0.728,8,13.4,65.0,32.0,60.1,29.0,1,Alert
629,Gadag,Wheat,2024,11,80,Rabi,0,1,26.2,29.6,52.7,54.6,35.5,2137,194.1,-46,9,0.546,0.567,6,0.0,55.0,19.9,26.2,9.8,0,Safe
630,Ramanagara,Ragi,2024,1,300,Rabi,0,1,6.0,33.7,61.7,39.1,44.4,3831,501.1,1648,2,0.346,0.682,5,0.0,58.2,50.1,16.9,20.8,0,Safe
631,Ramanagara,Ragi,2024,9,57,Kharif,1,0,66.1,32.1,72.6,38.4,48.9,3898,460.8,1715,6,0.243,0.631,5,49.2,56.4,46.1,21.4,30.4,1,Alert
632,Gadag,Wheat,2022,1,232,Rabi,0,1,5.4,31.2,71.3,28.4,38.1,2241,315.9,58,22,0.527,0.652,4,40.1,66.8,31.6,28.4,19.5,0,Safe
633,Chikkamagaluru,Coffee,2022,3,228,Summer,0,0,18.8,22.7,71.2,59.1,33.9,10218,1115.4,8035,19,0.2,0.683,6,0.0,53.5,111.5,25.3,33.6,1,Alert
634,Dharwad,Cotton,2024,1,202,Rabi,0,1,3.5,34.8,59.6,31.2,42.2,7134,813.4,4951,23,0.381,0.645,6,24.8,63.3,81.3,29.2,32.0,1,Alert
635,Yadgir,Paddy,2024,8,265,Kharif,1,0,38.0,35.5,57.0,17.7,40.0,2001,213.5,-182,21,0.698,0.481,4,38.0,71.2,23.2,36.5,28.6,1,Alert
636,Mandya,Sugarcane,2023,10,138,Summer,0,0,125.5,34.6,61.5,64.6,45.6,3336,378.9,1153,176,0.394,0.754,8,16.4,44.9,37.9,100.3,35.0,1,Alert
637,Uttara Kannada,Paddy,2023,11,365,Rabi,0,1,57.1,31.8,80.8,95.7,47.0,2092,223.6,-91,3,0.166,0.738,3,0.0,28.6,23.3,14.6,8.9,0,Safe
638,Uttara Kannada,Paddy,2024,1,115,Rabi,0,1,6.7,27.1,77.6,77.3,44.7,2254,234.9,71,10,0.173,0.713,3,5.9,39.0,23.5,19.4,17.3,0,Safe
639,Vijayapura,Soybean,2022,2,176,Rabi,0,1,4.9,38.8,61.7,31.8,35.6,4469,563.9,2286,18,0.579,0.534,4,58.5,66.3,56.4,32.3,29.3,1,Alert
640,Udupi,Paddy,2023,11,326,Rabi,0,1,46.7,27.3,81.4,96.5,47.2,1986,285.5,-197,5,0.093,0.796,4,0.0,28.1,30.5,12.7,18.6,0,Safe
641,Ramanagara,Ragi,2023,1,255,Rabi,0,1,7.4,31.4,65.2,30.3,45.2,3734,547.8,1551,7,0.337,0.649,6,32.4,62.2,54.8,21.0,18.7,0,Safe
642,Hassan,Paddy,2024,8,347,Kharif,1,0,62.0,40.4,62.5,55.2,35.8,2167,221.5,-16,32,0.288,0.813,4,13.7,54.5,22.3,25.4,15.7,0,Safe
643,Kodagu,Coffee,2022,11,67,Rabi,0,1,109.6,19.2,67.5,95.2,51.2,9148,1170.9,6965,24,0.21,0.802,1,0.0,26.8,117.1,21.9,29.2,1,Alert
644,Vijayapura,Soybean,2022,7,131,Kharif,1,0,58.8,36.7,64.3,34.6,24.6,4486,541.2,2303,11,0.658,0.566,8,40.8,70.4,54.1,27.2,25.3,1,Alert
645,Yadgir,Paddy,2022,3,357,Summer,0,0,11.2,43.9,50.7,17.6,22.4,2462,227.1,279,102,0.795,0.493,13,18.6,80.0,22.7,76.3,28.4,1,Alert
646,Kolar,Tomato,2023,4,321,Summer,0,0,20.5,41.3,49.2,19.4,27.6,701,74.5,-1482,37,0.356,0.642,3,33.7,76.5,22.3,36.4,17.4,0,Safe
647,Kalaburagi,Soybean,2023,1,194,Rabi,0,1,2.9,31.0,56.2,28.7,36.6,4469,548.7,2286,65,0.551,0.582,9,32.7,67.3,54.9,53.4,27.3,1,Alert
648,Hassan,Paddy,2022,11,270,Rabi,0,1,31.2,32.9,59.3,74.3,25.7,2068,310.9,-115,14,0.301,0.676,3,0.3,50.0,32.2,23.2,12.3,0,Safe
649,Ramanagara,Ragi,2023,4,314,Summer,0,0,17.4,39.3,62.1,23.8,33.8,3874,375.1,1691,1,0.354,0.655,6,38.7,71.2,37.5,17.8,30.3,1,Alert
650,Bidar,Sorghum,2024,10,145,Summer,0,0,29.8,35.2,57.7,31.9,33.9,2799,383.7,616,35,0.596,0.473,8,12.0,67.1,38.4,43.9,30.1,1,Alert
651,Ramanagara,Ragi,2024,9,210,Kharif,1,0,88.2,35.7,55.5,36.4,31.9,3631,387.5,1448,8,0.323,0.695,3,0.0,65.8,38.8,19.2,16.4,0,Safe
652,Mandya,Sugarcane,2023,5,6,Summer,0,0,82.4,40.2,69.0,26.0,20.8,3569,322.3,1386,21,0.253,0.749,5,31.9,76.6,32.2,23.1,29.2,1,Alert
653,Chamarajanagar,Ragi,2022,9,327,Kharif,1,0,79.7,30.5,67.6,50.6,31.4,3580,441.4,1397,44,0.265,0.626,7,16.3,59.0,44.1,40.7,28.7,1,Alert
654,Vijayapura,Soybean,2022,3,54,Summer,0,0,12.1,41.7,57.4,35.4,34.0,5107,563.2,2924,6,0.502,0.608,8,43.9,65.3,56.3,22.6,24.8,0,Safe
655,Chitradurga,Groundnut,2023,1,26,Rabi,0,1,4.5,32.9,55.3,29.2,37.2,6400,747.5,4217,3,0.432,0.673,10,17.5,66.8,74.8,17.8,28.1,1,Alert
656,Yadgir,Paddy,2023,8,11,Kharif,1,0,40.1,40.1,45.9,10.0,22.7,2104,267.8,-79,5,0.827,0.527,11,3.7,83.7,27.6,26.1,19.0,0,Safe
657,Gadag,Wheat,2022,5,87,Summer,0,0,65.1,38.6,59.3,22.0,26.5,2658,348.8,475,38,0.475,0.652,6,20.1,75.8,34.9,36.4,24.8,0,Safe
658,Chamarajanagar,Ragi,2022,2,96,Rabi,0,1,6.8,33.6,67.1,48.2,35.5,3669,431.9,1486,4,0.271,0.698,4,0.0,58.1,43.2,17.1,22.7,0,Safe
659,Gadag,Wheat,2024,12,346,Rabi,0,1,10.9,32.0,63.1,39.1,54.6,2321,245.3,138,30,0.428,0.623,7,56.7,53.1,24.5,33.9,22.5,0,Safe
660,Udupi,Paddy,2024,10,125,Summer,0,0,314.1,33.0,78.6,97.6,44.5,2130,293.8,-53,64,0.126,0.801,1,0.8,29.0,29.9,41.9,16.2,0,Safe
661,Kolar,Tomato,2023,4,41,Summer,0,0,8.3,39.1,67.0,11.2,24.2,743,56.8,-1440,1,0.44,0.688,6,1.8,82.3,20.1,16.1,26.9,1,Alert
662,Haveri,Cotton,2022,6,308,Kharif,1,0,103.3,36.0,58.7,32.9,28.4,6861,844.6,4678,58,0.339,0.666,7,2.3,69.3,84.5,45.7,26.7,1,Alert
663,Bengaluru,Tomato,2024,9,179,Kharif,1,0,143.3,33.3,69.6,32.1,40.1,702,59.4,-1481,13,0.124,0.562,6,32.4,63.9,20.8,28.4,20.6,0,Safe
664,Bangalore Rural,Tomato,2024,8,69,Kharif,1,0,43.3,39.2,74.7,30.5,41.4,692,93.7,-1491,8,0.358,0.685,5,6.9,64.0,24.3,19.7,29.7,1,Alert
665,Kalaburagi,Soybean,2024,7,41,Kharif,1,0,80.7,40.8,51.0,16.4,19.3,4826,493.9,2643,22,0.591,0.569,10,11.5,82.2,49.4,32.6,27.8,1,Alert
666,Chamarajanagar,Ragi,2024,2,129,Rabi,0,1,7.5,30.3,73.9,47.0,38.4,3669,403.2,1486,119,0.208,0.623,3,41.0,57.3,40.3,78.3,25.4,1,Alert
667,Davangere,Paddy,2022,3,332,Summer,0,0,12.7,38.3,63.6,38.8,40.0,2255,246.8,72,0,0.373,0.669,5,37.0,60.6,24.7,16.5,15.5,0,Safe
668,Belagavi,Sugarcane,2022,10,95,Summer,0,0,178.3,34.2,57.1,62.6,43.1,2998,400.2,815,59,0.472,0.77,2,5.2,47.1,40.0,41.0,14.7,0,Safe
669,Raichur,Paddy,2023,5,289,Summer,0,0,40.0,42.0,67.3,10.7,25.2,2189,248.0,6,7,0.72,0.529,13,12.8,82.0,24.8,27.0,22.8,0,Safe
670,Bengaluru,Tomato,2024,1,253,Rabi,0,1,6.8,36.4,58.4,31.5,35.7,714,59.2,-1469,32,0.116,0.581,5,6.5,66.4,20.6,37.0,19.0,0,Safe
671,Mandya,Sugarcane,2023,12,52,Rabi,0,1,7.1,33.6,64.4,61.9,51.6,3380,425.2,1197,7,0.326,0.674,3,5.3,43.2,42.5,19.8,15.0,0,Safe
672,Mandya,Sugarcane,2024,8,94,Kharif,1,0,41.7,33.0,70.3,57.3,35.9,3276,425.4,1093,10,0.257,0.773,0,37.5,53.4,42.5,16.4,23.6,0,Safe
673,Dharwada,Cotton,2024,4,12,Summer,0,0,33.9,38.3,69.9,17.7,26.1,7215,853.7,5032,20,0.305,0.701,7,19.2,78.1,85.4,25.0,39.2,1,Alert
674,Bidar,Sorghum,2023,4,175,Summer,0,0,33.5,41.9,58.2,14.7,43.8,3273,370.2,1090,31,0.643,0.561,9,53.7,70.8,37.0,37.4,23.2,0,Safe
675,Shivamogga,Paddy,2024,12,327,Rabi,0,1,5.6,28.6,61.5,65.1,40.3,2278,218.1,95,16,0.07,0.764,1,12.8,47.3,21.8,19.8,28.1,1,Alert
676,Vijayapura,Soybean,2023,3,184,Summer,0,0,9.6,42.4,60.1,36.1,36.4,5054,603.5,2871,36,0.605,0.602,10,55.5,63.8,60.4,37.9,31.4,1,Alert
677,Davangere,Paddy,2023,7,241,Kharif,1,0,99.2,34.4,58.5,39.5,31.1,2290,247.1,107,36,0.35,0.681,5,50.3,64.7,24.7,33.9,25.3,1,Alert
678,Raichur,Paddy,2024,3,80,Summer,0,0,11.7,41.3,45.1,17.3,22.9,2347,303.8,164,37,0.645,0.412,9,49.9,79.9,30.4,47.9,21.2,0,Safe
679,Mandya,Sugarcane,2022,9,81,Kharif,1,0,68.1,36.4,54.1,57.5,33.4,3268,392.1,1085,49,0.277,0.742,8,22.8,54.5,39.2,37.4,23.4,0,Safe
680,Mandya,Sugarcane,2024,1,189,Rabi,0,1,4.2,31.4,64.1,68.6,46.4,3348,344.1,1165,68,0.248,0.736,9,16.5,42.5,34.4,47.2,25.4,1,Alert
681,Mysuru,Paddy,2024,1,64,Rabi,0,1,4.5,28.8,74.8,56.6,39.9,2088,385.6,-95,38,0.201,0.826,4,19.7,51.8,39.5,27.7,26.5,1,Alert
682,Hassan,Paddy,2024,6,225,Kharif,1,0,48.5,32.3,78.7,37.8,48.4,2128,289.1,-55,11,0.326,0.762,7,25.6,56.9,29.5,17.4,26.2,1,Alert
683,Shivamogga,Paddy,2023,5,166,Summer,0,0,213.9,35.9,53.5,40.1,35.2,2319,275.9,136,33,0.138,0.682,4,0.6,62.3,27.6,32.4,16.4,0,Safe
684,Davangere,Paddy,2022,10,137,Summer,0,0,130.4,35.8,64.7,62.6,29.3,2200,261.1,17,123,0.359,0.682,8,32.3,54.0,26.1,77.4,30.9,1,Alert
685,Dharwada,Cotton,2023,5,19,Summer,0,0,110.5,40.2,46.7,27.5,30.6,7029,847.8,4846,2,0.362,0.649,8,0.0,71.0,84.8,18.5,24.3,0,Safe
686,Chitradurga,Groundnut,2024,10,55,Summer,0,0,66.7,40.7,62.3,37.6,42.3,5893,779.3,3710,44,0.468,0.657,6,46.9,60.0,77.9,39.1,35.6,1,Alert
687,Davangere,Paddy,2022,6,12,Kharif,1,0,54.9,34.7,56.0,33.1,20.7,2210,267.2,27,29,0.37,0.662,5,24.2,73.1,26.7,31.4,23.8,0,Safe
688,Ballari,Cotton,2024,12,14,Rabi,0,1,6.7,33.1,58.9,46.4,38.7,6537,821.9,4354,20,0.546,0.665,8,27.7,57.5,82.2,26.8,33.2,1,Alert
689,Kolar,Tomato,2024,10,55,Summer,0,0,96.8,33.5,63.3,34.4,55.7,654,100.2,-1529,28,0.393,0.616,11,18.7,54.9,25.3,33.2,21.9,0,Safe
690,Dharwada,Cotton,2024,11,354,Rabi,0,1,38.3,33.4,62.5,45.4,46.7,6263,830.5,4080,110,0.366,0.735,3,22.8,54.0,83.0,68.2,34.7,1,Alert
691,Bidar,Sorghum,2024,11,96,Rabi,0,1,18.7,31.7,42.7,33.8,29.6,2943,381.0,760,7,0.658,0.578,6,27.5,68.3,38.1,24.6,20.9,0,Safe
692,Belagavi,Sugarcane,2024,10,130,Summer,0,0,63.2,34.5,75.3,57.7,24.8,3065,386.0,882,92,0.299,0.691,5,19.9,58.8,38.6,61.5,32.8,1,Alert
693,Raichur,Paddy,2022,11,30,Rabi,0,1,23.2,38.1,43.1,29.9,44.2,2106,221.6,-77,2,0.71,0.458,7,35.5,62.9,22.9,28.1,18.3,0,Safe
694,Udupi,Paddy,2023,12,34,Rabi,0,1,23.9,24.3,82.3,89.2,46.1,2034,365.7,-149,6,0.051,0.821,3,10.9,32.3,38.1,12.0,17.6,0,Safe
695,Haveri,Cotton,2023,1,55,Rabi,0,1,2.7,29.1,66.7,47.4,34.6,6821,848.0,4638,10,0.411,0.699,2,31.6,59.0,84.8,20.1,36.4,1,Alert
696,Ramanagara,Ragi,2022,5,197,Summer,0,0,104.0,38.1,55.5,18.3,33.2,4058,465.4,1875,63,0.297,0.731,6,15.0,74.2,46.5,45.0,24.1,0,Safe
697,Mysuru,Paddy,2023,8,297,Kharif,1,0,62.3,41.1,84.4,53.8,32.5,2087,266.5,-96,83,0.231,0.861,2,10.0,56.9,27.6,48.5,25.2,1,Alert
698,Dharwada,Cotton,2022,4,332,Summer,0,0,32.1,41.5,58.2,26.0,31.7,7536,806.6,5353,49,0.464,0.686,7,9.4,71.2,80.7,40.2,34.3,1,Alert
699,Ramanagara,Ragi,2022,10,66,Summer,0,0,78.8,32.8,71.2,36.9,37.9,3196,444.3,1013,8,0.366,0.656,2,24.1,62.6,44.4,21.2,24.6,0,Safe
700,Hassan,Paddy,2022,6,280,Kharif,1,0,61.1,36.0,75.0,31.6,17.4,2219,309.5,36,13,0.262,0.716,3,13.4,75.5,30.9,20.7,21.7,0,Safe
701,Ramanagara,Ragi,2024,6,102,Kharif,1,0,72.2,35.8,74.0,24.0,35.9,3629,481.4,1446,18,0.281,0.608,10,1.5,70.0,48.1,28.6,23.1,0,Safe
702,Uttara Kannada,Paddy,2024,3,101,Summer,0,0,25.1,30.6,60.7,60.2,52.6,2283,307.2,100,7,0.237,0.727,1,14.7,43.6,30.7,17.2,10.5,0,Safe
703,Kolar,Tomato,2024,11,69,Rabi,0,1,21.2,30.6,58.5,27.6,37.9,697,78.2,-1486,4,0.338,0.67,9,12.5,67.2,22.7,18.5,15.7,0,Safe
704,Bidar,Sorghum,2023,4,154,Summer,0,0,16.9,37.2,51.4,16.8,16.5,3266,349.7,1083,117,0.626,0.509,7,35.4,83.3,35.0,83.0,41.3,1,Alert
705,Tumkuru,Groundnut,2022,10,350,Summer,0,0,40.7,36.4,62.0,42.9,44.4,5571,776.0,3388,53,0.388,0.766,7,0.0,56.4,77.6,38.2,40.6,1,Alert
706,Dharwad,Cotton,2024,4,104,Summer,0,0,14.2,38.2,73.3,19.9,19.3,6812,855.2,4629,8,0.437,0.659,7,26.3,80.4,85.5,21.0,48.7,1,Alert
707,Yadgir,Paddy,2023,2,306,Rabi,0,1,4.6,36.3,70.6,23.3,28.1,2318,272.0,135,2,0.808,0.493,5,5.0,74.3,27.2,26.4,20.7,0,Safe
708,Ramanagara,Ragi,2023,7,44,Kharif,1,0,40.6,32.0,80.2,36.1,52.5,3752,402.4,1569,0,0.302,0.628,8,10.6,55.7,40.2,18.6,24.6,0,Safe
